"address","name","symbol","mc","liqPercent"
"JoeXBUqpCJbaNLMTDxC6o1sLTYHsLef32ga2RDRF89m","JoeCoin","JOE",192148.07257518245,0.1538772846252313
"3de2yRhtD4VbJBb8EQAQffYMPLU4EnSHT1eveBwiL3tn","LOAF CAT","LOAF",4882390.677865707,0.15382809767182942
"4y3oUrsJfSp431R3wJrWiaLxRPsnYtpkVJmoV2bYpBiy","wifejak","WIFE",804134.5062562732,0.15377024661632244
"acatzTjUeHDT3SoufN6NMxGUmBFtoqFHnFwusdw8kYX","Apple Cat","acat",706227.4560565626,0.1537299348644336
"4cxFF2iHmgkhWqjjbvGvqrCwjSGLTQV1CEZJfgCyrRQw","Sad Ape","SAPE",1494572.4964782172,0.15361503029805565
"BxXmDhM8sTF3QG4foaVM2v1EUvg9DLSVUsDRTjR8tMyS","TIMMI","TIMMI",548418.0840416374,0.15327068328008356
"EaiD1TvwaFavVTi9eroMDcovp1ok1dpRpbrKJmzeHfXM","dark boden","doben",606106.143718501,0.15250920345250613
"chiPiQTvkQ7oPtAD7YLQaEeHmPqXCa2wcRQdwFNneTe","chipi","CHIPI",2106175.2931681774,0.15247840020421063
"8NKJze6oUVRpbpk3TaYHv2se57fv54qMS38bRtnEZqYM","Skateboard Cat","SKATECAT",1387967.2201075887,0.15151149372318154
"Dn7mshRUg4LEq1RfMLz27ViL2P16hn8p12bGBVZsiyak","Gem Finder","FINDER",2328865.0968754226,0.15142311047480797
"BFpchrNVhyTRzMNAg9QkiZfRN2vqRBwcYoTX8qgkbDvm","arab cat","arab",1291122.8297583852,0.15138215157628485
"2VYVwrwSNM8WxbFdPU4KQpZUB9FWCenFFoDqvpHQ7rZE","Jail Cat","CUFF",2201338.3985583945,0.15101612989516494
"DY8G8hTg4mnTmDpzArw5NyzhJAvbjRWr8ZikCyS2XdiM","Mur Cat","MUR",1467253.3476182315,0.1505546871945243
"5ritAPtFPqQtEFHcHVqNjR5oFNUJqcmgKtZyPd2AyLLy","KNOB$","KNOB",888759.4594188806,0.15021607468231254
"3Rcc6tMyS7ZEa29dxV4g3J5StorS9J1dn98gd42pZTk1","MIMANY","MIMANY",2568983.168009423,0.15020261451778372
"AG9yih1Wkunf17yucoNYUacw4LwQugr2vWBPpHA6xz6q","TIME Magazine of Solana","TIME",481129.3733490359,0.14992664589256038
"7MHN9aR3xnPjiKZLsTaA35UaQASFTnRj3bwybdAyJwAV","soljuh","soljuh",239722.38830240484,0.14957798554510876
"4ynyx6BzY2XGFgjjun9Cruj1bSRo8FLsAqNnPsW6jDsu","EGG","EGG",536559.9091898759,0.14922673939585884
